·하	0 1 0 0 0 0 0 0
·학	0 1 0 0 0 0 0 0
·허	0 2 0 0 0 0 0 0
·현	0 3 0 0 0 0 0 0
×팔	0 0 0 0 1 0 0 0
×할	0 0 0 0 1 0 0 0
α)	0 1 0 0 0 0 0 0
γ)	0 1 0 0 0 0 0 0
ᄀ자	0 3 0 0 0 0 0 0
ᄀ행	0 1 0 0 0 0 0 0
ᄃ다	0 0 0 0 0 0 1 0
ᄒ사	0 1 0 0 0 0 0 0
ᄝ비	1 1 0 0 0 0 0 0
ᅮ'	0 0 0 0 2 0 0 0
―T	2 0 0 0 0 0 0 0
….	0 0 0 1 0 0 0 0
ㄴ가	0 0 0 0 0 0 16219 0
ㄴ감	0 0 0 0 0 0 12 0
ㄴ갑	0 0 0 0 0 0 9 0
ㄴ개	0 0 0 0 0 0 1 0
ㄴ거	0 0 0 0 0 0 17 0
ㄴ건	0 0 0 0 0 0 2 0
ㄴ걸	0 0 0 0 0 0 93 0
ㄴ게	0 0 0 0 0 0 10 0
ㄴ겨	0 0 0 0 0 0 22 0
ㄴ고	0 0 0 0 0 0 65 0
ㄴ교	0 0 0 0 0 0 10 0
ㄴ구	0 0 0 0 0 0 7 0
ㄴ규	0 0 0 0 0 0 5 0
ㄴ기	0 0 0 0 0 0 5 0
ㄴ까	0 0 0 0 0 0 1 0
ㄴ깨	0 0 0 0 0 0 1 0
ㄴ께	0 0 0 0 0 0 51 0
ㄴ나	0 0 0 0 0 0 14 0
ㄴ다	0 0 0 0 0 0 137160 0
ㄴ단	0 0 0 0 0 0 629 0
ㄴ달	0 0 0 0 0 0 7 0
ㄴ담	0 0 0 0 0 0 45 0
ㄴ답	0 0 0 0 0 0 224 0
ㄴ당	0 0 0 0 0 0 20 0
ㄴ대	0 0 0 0 0 0 335 0
ㄴ댄	0 0 0 0 0 0 3 0
ㄴ댑	0 0 0 0 0 0 1 0
ㄴ댔	0 0 0 0 0 0 12 0
ㄴ댜	0 0 0 0 0 0 24 0
ㄴ데	0 0 0 0 0 0 8812 0
ㄴ뎁	0 0 0 0 0 0 2 0
ㄴ뎌	0 0 0 0 0 0 1 0
ㄴ들	0 0 0 0 0 1 438 0
ㄴ듯	0 0 0 0 0 0 13 0
ㄴ디	0 0 0 0 0 0 122 0
ㄴ바	0 0 0 0 0 0 22 0
ㄴ에	0 0 0 0 0 0 1 0
ㄴ요	0 0 0 0 0 0 3 0
ㄴ인	0 0 0 0 0 0 1 0
ㄴ저	0 0 0 0 0 0 1 0
ㄴ져	0 0 0 0 0 0 1 0
ㄴ즉	0 0 0 0 0 0 169 0
ㄴ지	0 1 0 0 0 0 8954 0
ㄴ커	0 0 0 0 0 9 0 0
ㄴ케	0 0 0 0 0 0 1 0
ㄹ가	0 0 0 0 0 0 10 0
ㄹ강	0 0 0 0 0 0 1 0
ㄹ거	0 0 0 0 0 0 29 0
ㄹ건	0 0 0 0 0 0 1 0
ㄹ걸	0 0 0 0 0 0 121 0
ㄹ게	0 0 0 0 0 0 484 0
ㄹ겨	0 0 0 0 0 0 5 0
ㄹ고	0 0 0 0 0 0 18 0
ㄹ그	0 0 0 0 0 0 1 0
ㄹ기	0 0 0 0 0 0 1 0
ㄹ까	0 0 0 0 0 0 9412 0
ㄹ깝	0 0 0 0 0 0 3 0
ㄹ깡	0 0 0 0 0 0 2 0
ㄹ꺼	0 0 0 0 0 0 3 0
ㄹ껄	0 0 0 0 0 0 1 0
ㄹ께	0 0 0 0 0 0 149 0
ㄹ껴	0 0 0 0 0 0 2 0
ㄹ꼬	0 0 0 0 0 0 36 0
ㄹ꾸	0 0 0 0 0 0 2 0
ㄹ끼	0 0 0 0 0 0 4 0
ㄹ낀	0 0 0 0 0 0 3 0
ㄹ낑	0 0 0 0 0 0 2 0
ㄹ네	0 0 0 0 0 0 1 0
ㄹ는	0 0 0 0 0 0 347 0
ㄹ다	0 0 0 0 0 0 1 0
ㄹ더	0 0 0 0 0 2 0 0
ㄹ둥	0 0 0 0 0 0 2 0
ㄹ듯	0 0 0 0 0 0 10 0
ㄹ똥	0 0 0 0 0 0 1 0
ㄹ라	0 0 0 0 0 0 368 0
ㄹ락	0 0 0 0 0 0 35 0
ㄹ란	0 0 0 0 0 0 33 0
ㄹ람	0 0 0 0 0 0 1 0
ㄹ랍	0 0 0 0 0 0 23 0
ㄹ랑	0 0 0 0 0 31 11 0
ㄹ래	0 0 0 0 0 0 335 0
ㄹ랴	0 0 0 0 0 0 9 0
ㄹ러	0 0 0 0 0 0 7 0
ㄹ런	0 0 0 0 0 0 39 0
ㄹ레	0 0 0 0 0 0 1 0
ㄹ려	0 0 0 0 0 0 210 0
ㄹ련	0 0 0 0 0 0 1 0
ㄹ렴	0 0 0 0 0 0 1 0
ㄹ로	0 0 0 0 0 16 0 0
ㄹ루	0 0 0 0 0 4 0 0
